Teacher #,Hypothesis Space,Type,Trial,Posterior
8,simple_d3,Recursive + Independent,12,1.0
8,simple_d3,Non-Recursive + Dependent,12,1.0
8,simple_d3,Non-Recursive + Independent,12,0.9990109233289449
9,simple_d3,Recursive + Dependent,20,1.0
9,simple_d3,Recursive + Independent,20,1.0
9,simple_d3,Non-Recursive + Dependent,20,1.0
9,simple_d3,Non-Recursive + Independent,20,0.9995058721976117
10,simple_d3,Recursive + Dependent,5,1.0
10,simple_d3,Recursive + Independent,5,0.9999971729755863
10,simple_d3,Non-Recursive + Dependent,5,0.9996433963544382
10,simple_d3,Non-Recursive + Independent,5,0.6881019261637232
11,simple_d3,Recursive + Dependent,7,1.0
11,simple_d3,Recursive + Independent,7,0.9999999888127125
11,simple_d3,Non-Recursive + Dependent,7,0.9999978744198348
11,simple_d3,Non-Recursive + Independent,7,0.6427162344771807
12,simple_d3,Recursive + Dependent,5,1.0
12,simple_d3,Recursive + Independent,5,0.999992326694081
12,simple_d3,Non-Recursive + Dependent,5,0.9996383762811101
12,simple_d3,Non-Recursive + Independent,5,0.48187438527469406
13,simple_d3,Recursive + Dependent,8,1.0
13,simple_d3,Recursive + Independent,8,1.0
13,simple_d3,Non-Recursive + Dependent,8,0.9999999149764514
13,simple_d3,Non-Recursive + Independent,8,0.9828300084396752
14,simple_d3,Recursive + Dependent,11,1.0
14,simple_d3,Recursive + Independent,11,1.0
14,simple_d3,Non-Recursive + Dependent,11,0.999999999999999
14,simple_d3,Non-Recursive + Independent,11,0.9894400955719314
15,simple_d3,Recursive + Dependent,7,0.04761904761904761
15,simple_d3,Recursive + Independent,7,0.047619047616510805
15,simple_d3,Non-Recursive + Dependent,7,0.0476190476165108
15,simple_d3,Non-Recursive + Independent,7,0.04748099747562057
16,simple_d3,Recursive + Dependent,8,1.0
16,simple_d3,Recursive + Independent,8,1.0
16,simple_d3,Non-Recursive + Dependent,8,0.9999999977527306
16,simple_d3,Non-Recursive + Independent,8,0.9816553347362184
17,simple_d3,Recursive + Dependent,10,1.0
17,simple_d3,Recursive + Independent,10,0.9999999999998369
17,simple_d3,Non-Recursive + Dependent,10,0.9999999999936295
17,simple_d3,Non-Recursive + Independent,10,0.9462669427286013
18,simple_d3,Recursive + Dependent,16,1.0
18,simple_d3,Recursive + Independent,16,1.0
18,simple_d3,Non-Recursive + Dependent,16,1.0
18,simple_d3,Non-Recursive + Independent,16,0.9886921627254812
19,simple_d3,Recursive + Dependent,3,0.1666666578100648
19,simple_d3,Recursive + Independent,3,0.16654525204113682
19,simple_d3,Non-Recursive + Dependent,3,0.1472370665792954
19,simple_d3,Non-Recursive + Independent,3,0.13127272727272726
20,simple_d3,Recursive + Dependent,5,1.0
20,simple_d3,Recursive + Independent,5,0.999992326695548
20,simple_d3,Non-Recursive + Dependent,5,0.999953698961852
20,simple_d3,Non-Recursive + Independent,5,0.4875531246258828
1,simple_d4,Recursive + Dependent,4,0.33333333333327897
1,simple_d4,Recursive + Independent,4,0.3333196921853661
1,simple_d4,Non-Recursive + Dependent,4,0.31664099274922397
1,simple_d4,Non-Recursive + Independent,4,0.25517113095238114
2,simple_d4,Recursive + Dependent,5,1.0
2,simple_d4,Recursive + Independent,5,0.999989499716965
2,simple_d4,Non-Recursive + Dependent,5,0.6668272625214873
2,simple_d4,Non-Recursive + Independent,5,0.4065315315315313
3,simple_d4,Recursive + Dependent,6,1.0
3,simple_d4,Recursive + Independent,6,0.9999994898599558
3,simple_d4,Non-Recursive + Dependent,6,0.9998457039413525
3,simple_d4,Non-Recursive + Independent,6,0.4399344673096982
4,simple_d4,Recursive + Dependent,5,1.0
4,simple_d4,Recursive + Independent,5,0.9999939421145652
4,simple_d4,Non-Recursive + Dependent,5,0.9980843700010875
4,simple_d4,Non-Recursive + Independent,5,0.528265557609365
5,simple_d4,Recursive + Dependent,3,0.9999998937207789
5,simple_d4,Recursive + Independent,3,0.9950669756623993
5,simple_d4,Non-Recursive + Dependent,3,0.7795893396795651
5,simple_d4,Non-Recursive + Independent,3,0.3504496219088488
6,simple_d4,Recursive + Dependent,5,0.16666666666666669
6,simple_d4,Recursive + Independent,5,0.1666664422996694
6,simple_d4,Non-Recursive + Dependent,5,0.1666624036108717
6,simple_d4,Non-Recursive + Independent,5,0.14130981657623418
7,simple_d4,Recursive + Dependent,5,0.16666666666666666
7,simple_d4,Recursive + Independent,5,0.166666442299701
7,simple_d4,Non-Recursive + Dependent,5,0.1666664422011731
7,simple_d4,Non-Recursive + Independent,5,0.141697585949655
8,simple_d4,Recursive + Dependent,12,1.0
8,simple_d4,Recursive + Independent,12,1.0
8,simple_d4,Non-Recursive + Dependent,12,1.0
8,simple_d4,Non-Recursive + Independent,12,0.99900154690876
9,simple_d4,Recursive + Dependent,20,1.0
9,simple_d4,Recursive + Independent,20,1.0
9,simple_d4,Non-Recursive + Dependent,20,1.0
9,simple_d4,Non-Recursive + Independent,20,0.9994897127418654
10,simple_d4,Recursive + Dependent,5,1.0
10,simple_d4,Recursive + Independent,5,0.9999971729744411
10,simple_d4,Non-Recursive + Dependent,5,0.9996353191917691
10,simple_d4,Non-Recursive + Independent,5,0.6788400633412502
11,simple_d4,Recursive + Dependent,7,1.0
11,simple_d4,Recursive + Independent,7,0.9999999888127127
11,simple_d4,Non-Recursive + Dependent,7,0.9999978744197916
11,simple_d4,Non-Recursive + Independent,7,0.6370297591115291
12,simple_d4,Recursive + Dependent,5,1.0
12,simple_d4,Recursive + Independent,5,0.999990307423455
12,simple_d4,Non-Recursive + Dependent,5,0.9996282869805597
12,simple_d4,Non-Recursive + Independent,5,0.42655472636815905
13,simple_d4,Recursive + Dependent,8,1.0
13,simple_d4,Recursive + Independent,8,1.0
13,simple_d4,Non-Recursive + Dependent,8,0.9999999149764512
13,simple_d4,Non-Recursive + Independent,8,0.9821244134551966
14,simple_d4,Recursive + Dependent,11,1.0
14,simple_d4,Recursive + Independent,11,1.0
14,simple_d4,Non-Recursive + Dependent,11,0.9999999999999992
14,simple_d4,Non-Recursive + Independent,11,0.9861680945781849
15,simple_d4,Recursive + Dependent,7,0.03846153846153845
15,simple_d4,Recursive + Independent,7,0.038461538459883524
15,simple_d4,Non-Recursive + Dependent,7,0.038461538459883544
15,simple_d4,Non-Recursive + Independent,7,0.03837142878821839
16,simple_d4,Recursive + Dependent,8,1.0
16,simple_d4,Recursive + Independent,8,1.0
16,simple_d4,Non-Recursive + Dependent,8,0.9999999977527305
16,simple_d4,Non-Recursive + Independent,8,0.9810493672230178
17,simple_d4,Recursive + Dependent,10,1.0
17,simple_d4,Recursive + Independent,10,0.9999999999998369
17,simple_d4,Non-Recursive + Dependent,10,0.9999999999936294
17,simple_d4,Non-Recursive + Independent,10,0.9435189394568393
18,simple_d4,Recursive + Dependent,16,1.0
18,simple_d4,Recursive + Independent,16,1.0
18,simple_d4,Non-Recursive + Dependent,16,1.0
18,simple_d4,Non-Recursive + Independent,16,0.9886913105466424
19,simple_d4,Recursive + Dependent,3,0.166666654857864
19,simple_d4,Recursive + Independent,3,0.16650482255048554
19,simple_d4,Non-Recursive + Dependent,3,0.14173028820010872
19,simple_d4,Non-Recursive + Independent,3,0.12278911564625851
20,simple_d4,Recursive + Dependent,5,1.0
20,simple_d4,Recursive + Independent,5,0.9999903074252476
20,simple_d4,Non-Recursive + Dependent,5,0.9999516574746478
20,simple_d4,Non-Recursive + Independent,5,0.43205296520263103
1,simple_d5,Recursive + Dependent,4,0.33333333333327897
1,simple_d5,Recursive + Independent,4,0.33331883965518627
1,simple_d5,Non-Recursive + Dependent,4,0.3166394540711734
1,simple_d5,Non-Recursive + Independent,4,0.2516140865737339
2,simple_d5,Recursive + Dependent,5,1.0
2,simple_d5,Recursive + Independent,5,0.9999894997166393
2,simple_d5,Non-Recursive + Dependent,5,0.666762440334245
2,simple_d5,Non-Recursive + Independent,5,0.4056179775280889
3,simple_d5,Recursive + Dependent,6,1.0
3,simple_d5,Recursive + Independent,6,0.9999994686041316
3,simple_d5,Non-Recursive + Dependent,6,0.9998380330075652
3,simple_d5,Non-Recursive + Independent,6,0.4299784776244738
4,simple_d5,Recursive + Dependent,5,1.0
4,simple_d5,Recursive + Independent,5,0.9999935382585458
4,simple_d5,Non-Recursive + Dependent,5,0.997939155323555
4,simple_d5,Non-Recursive + Independent,5,0.5139367600779245
5,simple_d5,Recursive + Dependent,3,0.9999998937207789
5,simple_d5,Recursive + Independent,3,0.9949226165754868
5,simple_d5,Non-Recursive + Dependent,3,0.7794121647517719
5,simple_d5,Non-Recursive + Independent,3,0.3437750601443465
6,simple_d5,Recursive + Dependent,5,0.16666666666666669
6,simple_d5,Recursive + Independent,5,0.16666643108133736
6,simple_d5,Non-Recursive + Dependent,5,0.16666219047314793
6,simple_d5,Non-Recursive + Independent,5,0.1402664525517276
7,simple_d5,Recursive + Dependent,5,0.16666666666666669
7,simple_d5,Recursive + Independent,5,0.16666643108136905
7,simple_d5,Non-Recursive + Dependent,5,0.16666643098283623
7,simple_d5,Non-Recursive + Independent,5,0.14064850911724885
8,simple_d5,Recursive + Dependent,12,1.0
8,simple_d5,Recursive + Independent,12,1.0
8,simple_d5,Non-Recursive + Dependent,12,1.0
8,simple_d5,Non-Recursive + Independent,12,0.9990011226405155
9,simple_d5,Recursive + Dependent,20,1.0
9,simple_d5,Recursive + Independent,20,1.0
9,simple_d5,Non-Recursive + Dependent,20,1.0
9,simple_d5,Non-Recursive + Independent,20,0.9994893092930215
10,simple_d5,Recursive + Dependent,5,1.0
10,simple_d5,Recursive + Independent,5,0.9999971729742791
10,simple_d5,Non-Recursive + Dependent,5,0.9996353180150198
10,simple_d5,Non-Recursive + Independent,5,0.6774990122481209
11,simple_d5,Recursive + Dependent,7,1.0
11,simple_d5,Recursive + Independent,7,0.9999999888127131
11,simple_d5,Non-Recursive + Dependent,7,0.9999978744197828
11,simple_d5,Non-Recursive + Independent,7,0.6359045174638185
12,simple_d5,Recursive + Dependent,5,1.0
12,simple_d5,Recursive + Independent,5,0.9999899035703746
12,simple_d5,Non-Recursive + Dependent,5,0.9996278833609984
12,simple_d5,Non-Recursive + Independent,5,0.4171633621213954
13,simple_d5,Recursive + Dependent,8,1.0
13,simple_d5,Recursive + Independent,8,1.0
13,simple_d5,Non-Recursive + Dependent,8,0.9999999149764511
13,simple_d5,Non-Recursive + Independent,8,0.9819834160157153
14,simple_d5,Recursive + Dependent,11,1.0
14,simple_d5,Recursive + Independent,11,1.0
14,simple_d5,Non-Recursive + Dependent,11,0.9999999999999992
14,simple_d5,Non-Recursive + Independent,11,0.9860263253459451
15,simple_d5,Recursive + Dependent,7,0.037037037037037056
15,simple_d5,Recursive + Independent,7,0.03703703703550244
15,simple_d5,Non-Recursive + Dependent,7,0.037037037035502436
15,simple_d5,Non-Recursive + Independent,7,0.036953471294382215
16,simple_d5,Recursive + Dependent,8,1.0
16,simple_d5,Recursive + Independent,8,1.0
16,simple_d5,Non-Recursive + Dependent,8,0.9999999977527306
16,simple_d5,Non-Recursive + Independent,8,0.9809016837374498
17,simple_d5,Recursive + Dependent,10,1.0
17,simple_d5,Recursive + Independent,10,0.9999999999998368
17,simple_d5,Non-Recursive + Dependent,10,0.9999999999936294
17,simple_d5,Non-Recursive + Independent,10,0.9433891486271396
18,simple_d5,Recursive + Dependent,16,1.0
18,simple_d5,Recursive + Independent,16,1.0
18,simple_d5,Non-Recursive + Dependent,16,1.0
18,simple_d5,Non-Recursive + Independent,16,0.9886912897658001
19,simple_d5,Recursive + Dependent,3,0.1666666542674239
19,simple_d5,Recursive + Independent,3,0.16649673900769948
19,simple_d5,Non-Recursive + Dependent,3,0.140677995375538
19,simple_d5,Non-Recursive + Independent,3,0.12122229684351918
20,simple_d5,Recursive + Dependent,5,1.0
20,simple_d5,Recursive + Independent,5,0.9999899035721664
20,simple_d5,Non-Recursive + Dependent,5,0.9999512536526217
20,simple_d5,Non-Recursive + Independent,5,0.42244531462728263
1,complex_d2,Recursive + Dependent,4,0.11111111111108095
1,complex_d2,Recursive + Independent,4,0.11110912173300987
1,complex_d2,Non-Recursive + Dependent,4,0.10214855275813851
1,complex_d2,Non-Recursive + Independent,4,0.0979913137893595
2,complex_d2,Recursive + Dependent,5,0.07692307692307693
2,complex_d2,Recursive + Independent,5,0.07692293115096874
2,complex_d2,Non-Recursive + Dependent,5,0.07259115828648846
2,complex_d2,Non-Recursive + Independent,5,0.061207188877585604
3,complex_d2,Recursive + Dependent,6,0.14285714285714288
3,complex_d2,Recursive + Independent,6,0.1428571263730191
3,complex_d2,Non-Recursive + Dependent,6,0.14285047949436525
3,complex_d2,Non-Recursive + Independent,6,0.1105560164848682
4,complex_d2,Recursive + Dependent,5,0.25
4,complex_d2,Recursive + Independent,5,0.24999949517370912
4,complex_d2,Non-Recursive + Dependent,5,0.24839331980135534
4,complex_d2,Non-Recursive + Independent,5,0.18811365256979856
5,complex_d2,Recursive + Dependent,3,0.11111110743726127
5,complex_d2,Recursive + Independent,3,0.11099602401717702
5,complex_d2,Non-Recursive + Dependent,3,0.10223115019144248
5,complex_d2,Non-Recursive + Independent,3,0.08007611842719708
6,complex_d2,Recursive + Dependent,5,0.043478260869565216
6,complex_d2,Recursive + Independent,5,0.04347824407382658
6,complex_d2,Non-Recursive + Dependent,5,0.043477982927019584
6,complex_d2,Non-Recursive + Independent,5,0.041226237046513264
7,complex_d2,Recursive + Dependent,5,0.04166666666666664
7,complex_d2,Recursive + Independent,5,0.041666654046008576
7,complex_d2,Non-Recursive + Dependent,5,0.041666651079893154
7,complex_d2,Non-Recursive + Independent,5,0.040024996194867705
8,complex_d2,Recursive + Dependent,12,0.25
8,complex_d2,Recursive + Independent,12,0.2499999999999998
8,complex_d2,Non-Recursive + Dependent,12,0.24999997342631033
8,complex_d2,Non-Recursive + Independent,12,0.23111808695245856
9,complex_d2,Recursive + Dependent,20,1.0
9,complex_d2,Recursive + Independent,20,1.0
9,complex_d2,Non-Recursive + Dependent,20,0.9999999977563437
9,complex_d2,Non-Recursive + Independent,20,0.8531374910489725
10,complex_d2,Recursive + Dependent,5,0.14285714285714285
10,complex_d2,Recursive + Independent,5,0.14285687086944104
10,complex_d2,Non-Recursive + Dependent,5,0.13666671469823802
10,complex_d2,Non-Recursive + Independent,5,0.11278282031044465
11,complex_d2,Recursive + Dependent,7,0.1111111111111111
11,complex_d2,Recursive + Independent,7,0.11111111072439007
11,complex_d2,Non-Recursive + Dependent,7,0.11111103763404362
11,complex_d2,Non-Recursive + Independent,7,0.09512162365351232
12,complex_d2,Recursive + Dependent,5,0.14285714285714285
12,complex_d2,Recursive + Independent,5,0.142856788449092
12,complex_d2,Non-Recursive + Dependent,5,0.13666662561798587
12,complex_d2,Non-Recursive + Independent,5,0.10574106619800817
13,complex_d2,Recursive + Dependent,8,1.0
13,complex_d2,Recursive + Independent,8,0.9999999997055974
13,complex_d2,Non-Recursive + Dependent,8,0.9473682110936454
13,complex_d2,Non-Recursive + Independent,8,0.77002718554894
14,complex_d2,Recursive + Dependent,11,1.0
14,complex_d2,Recursive + Independent,11,0.9999999999999318
14,complex_d2,Non-Recursive + Dependent,11,0.9024868413855095
14,complex_d2,Non-Recursive + Independent,11,0.7014217819402595
15,complex_d2,Recursive + Dependent,7,0.023809523809523815
15,complex_d2,Recursive + Independent,7,0.02380952380952382
15,complex_d2,Non-Recursive + Dependent,7,0.023809523809523767
15,complex_d2,Non-Recursive + Independent,7,0.02376630201390557
16,complex_d2,Recursive + Dependent,8,1.0
16,complex_d2,Recursive + Independent,8,0.9999999995878374
16,complex_d2,Non-Recursive + Dependent,8,0.988754732339588
16,complex_d2,Non-Recursive + Independent,8,0.7058629866755007
17,complex_d2,Recursive + Dependent,10,1.0
17,complex_d2,Recursive + Independent,10,0.9999999999996738
17,complex_d2,Non-Recursive + Dependent,10,0.9473618384782075
17,complex_d2,Non-Recursive + Independent,10,0.89097086260727
18,complex_d2,Recursive + Dependent,16,0.19999999999999998
18,complex_d2,Recursive + Independent,16,0.19999999999999998
18,complex_d2,Non-Recursive + Dependent,16,0.19587628865741546
18,complex_d2,Non-Recursive + Independent,16,0.18981622851461374
19,complex_d2,Recursive + Dependent,3,0.0416666660024215
19,complex_d2,Recursive + Independent,3,0.04165679544393817
19,complex_d2,Non-Recursive + Dependent,3,0.04007876684313238
19,complex_d2,Non-Recursive + Independent,3,0.038152610441767106
20,complex_d2,Recursive + Dependent,5,0.11111111111111109
20,complex_d2,Recursive + Independent,5,0.11111091167377715
20,complex_d2,Non-Recursive + Dependent,5,0.10975851222501455
20,complex_d2,Non-Recursive + Independent,5,0.0886667700832231
